75;4698
76;4
707;
76;4716
75;
;4726
75;4736
;
;
76;4745
76;475
4;
76;4763
76;4
772;
75;4782
75;
;4792
76;4801
;
;
76;4810
76;481
9;
75;4829
76;4
838;
76;4847
75;
;4857
75;4867
;
;
76;4876
76;488
5;
76;4894
76;4
903;
75;4913
75;
;4923
76;4932
;
;
76;4941
75;495
1;
76;4960
76;4969
;
;
76;4978
76;498
7;
75;4998
76;
5007;
76;5016
7;
6;5025
75;5035
;
;
76;5044
76;505
3;
75;5063
76;
5072;
75;5082
7;
6;5091
76;5100
;
;
76;5109
76;511
8;
75;5129
76;
5138;
76;5147
7;
6;5156
75;5166
76;
5175;
76;5184
7;
5;5194
76;5203
;
75;5213
76;52
22;
76;5231
76;
5240;
75;5250
7;
5;5260
76;5269
;
76;5278
76;52
87;
75;5297
76;
5306;
76;5315
7;
5;5325
75;5335
;
76;5344
76;53
53;
76;5362
76;
5371;
75;5381
7;
5;5391
76;5400
76;
;5409
75;54
19;
76;5428
76;5437
;
76;5446
75;54
56;
75;5466
76;
;5475
76;5484
;
76;5493
76;5502
;
75;5512
75;55
22;
76;5531
76;
;5540
75;5550
;
76;5559
76;5568
;
76;5577
76;55
86;
75;5597
76;
;5606
76;5615
;
76;5624
75;5634
76;
;5643
76;56
52;
75;5662
76;
;5671
75;5681
76;5
690;
76;5699
76;
;5708
75;5718
;
75;5728
76;573
7;
76;5746
76;5
755;
75;5765
76;
;5774
76;5783
;
75;5793
75;580
3;
76;5812
76;5
821;
76;5830
76;
;5839
75;5849
;
;
75;5859
76;586
8;
76;5877
76;5886
;
;
75;5896
76;590
5;
76;5914
75;
5924;
75;5934
7;
6;5943
76;5952
;
;
76;5961
76;597
0;
75;5980
75;
5990;
76;5999
7;
6;6008
75;6018
;
;
76;6027
76;603
6;
76;6045
75;
6055;
75;6065
7;
6;6074
76;6083
;
;
76;6092
75;610
2;
76;6111
75;
6121;
76;6130
7;
6;6139
75;6149
76;
6158;
76;6167
7;
6;6176
76;6185
;
75;6196
76;62
5;
76;6214
76;
6223;
75;6233
7;
6;6242
76;6251
;
75;6261
76;62
70;
75;6280
76;
6289;
76;6298
7;
6;6307
75;6317
;
75;6327
76;63
36;
76;6345
76;
6354;
75;6364
76;63
73;
76;6382
75;
;6392
75;64
2;
76;6411
76;6420
;
76;6429
76;64
38;
75;6448
75;
;6458
76;6467
;
76;6476
75;6486
;
76;6495
76;65
4;
76;6513
75;
;6523
75;6533
;
76;6542
76;6551
;
76;6560
76;65
69;
75;6579
75;
;6589
76;6598
;
76;6607
75;6617
76;
;6626
76;6635
;
76;6644
75;665
4;
75;6664
76;6
673;
76;6682
76;
;6691
75;6701
;
76;6710
75;672
0;
76;6729
76;6
738;
75;6748
76;
;6757
76;6766
;
76;6775
75;678
5;
75;6795
76;6
804;
76;6813
76;
;6822
75;6832
;
76;6841
76;685
0;
75;6860
75;6870
;
;
76;6879
76;688
8;
76;6897
76;
6906;
75;6916
7;
5;6926
76;6935
;
;
76;6944
76;695
3;
75;6963
76;
6972;
76;6981
7;
5;6991
75;7001
;
;
76;7010
76;701
9;
76;7028
76;
7037;
75;7047
7;
5;7057
76;7066
76;
7075;
75;7085
7;
6;7094
76;7103
;
76;7112
75;71
22;
75;7132
76;
7141;
76;7150
7;
6;7159
75;7169
;
76;7178
75;71
88;
76;7197
76;
7206;
75;7216
7;
6;7225
76;7234
;
76;7243
75;72
54;
76;7263
76;
7272;
76;7281
7;
6;7290
75;7300
;
76;7309
75;73
19;
76;7328
76;
7337;
75;7347
76;73
56;
76;7365
76;
;7374
75;7384
;
75;7394
76;7403
;
76;7412
76;74
21;
75;7431
76;
;7440
76;7449
;
75;7459
75;7469
;
76;7478
76;74
87;
76;7496
76;
;7505
75;7515
;
75;7525
76;7534
;
76;7543
75;75
53;
76;7562
76;
;7571
76;7580
75;7
590;
75;7600
76;
;7609
76;7618
;
76;7627
76;763
6;
75;7646
75;7
656;
76;7665
76;
;7674
75;7684
;
76;7693
76;770
2;
76;7711
75;7
721;
75;7731
76;
;7740
76;7749
;
76;7758
75;776
8;
76;7777
75;7
787;
76;7796
76;780
5;
75;7815
76;
7824;
76;783
3;
76;7842
75;7853
;
;
76;7862
76;787
1;
76;7880
76;
7889;
75;7899
7;
6;7908
75;7918
;
;
76;7927
75;793
7;
76;7946
76;
7955;
76;7964
7;
6;7973
75;7983
;
;
75;7993
76;8002
7;
6;8011
76;
8020;
75;8030
7;
6;8039
76;8048
;
;
75;8058
75;8068
7;
6;8077
76;8086
;
76;8095
76;81
4;
75;8114
75;
8124;
76;8133
7;
6;8142
75;8152
;
76;8161
76;81
70;
76;8179
75;
8189;
75;8199
7;
6;8208
76;8217
;
76;8226
75;82
36;
76;8245
75;
8255;
76;8264
7;
6;8273
75;8283
76;
;8292
76;8301
;
76;8310
75;8321
;
76;8330
76;83
39;
76;8348
76;
;8357
75;8367
;
76;8376
75;8386
;
76;8395
76;84
4;
75;8414
76;
;8423
76;8432
;
76;8441
75;8452
;
76;8461
76;84
70;
76;8479
76;
;8488
75;8498
;
76;8507
75;8517
;
76;8526
75;8536
;
76;8545
76;855
4;
76;8563
76;8
572;
75;8582
75;
;8592
76;8601
;
76;8610
75;862
0;
76;8629
76;8
638;
76;8647
75;
;8657
75;8667
;
76;8676
76;868
5;
76;8694
75;8
704;
76;8713
75;
;8723
76;8732
;
76;8741
75;875
1;
76;8760
76;8
769;
76;8778
75;
;8788
75;8798
76;
8807;
76;8816
7;
6;8825
75;8835
;
;
76;8844
75;885
4;
76;8863
76;
8872;
75;8882
7;
6;8891
76;8900
;
;
76;8909
75;892
0;
76;8929
76;
8938;
76;8947
7;
6;8956
75;8966
;
;
76;8975
75;898
5;
76;8994
75;9004
;
76;9013
76;90
22;
76;9031
76;
9040;
75;9051
7;
6;9060
76;9069
;
76;9078
75;90
88;
76;9097
76;
9106;
75;9116
7;
6;9125
75;9135
;
76;9144
76;91
53;
76;9162
76;
9171;
75;9181
7;
5;9191
76;9200
;
76;9209
75;92
19;
76;9228
76;
9237;
76;9246
7;
5;9256
75;9266
;
76;9275
76;9284
;
76;9293
75;9303
;
76;9312
75;93
22;
76;9331
76;
;9340
75;9350
;
76;9359
76;9368
;
76;9377
75;93
88;
76;9397
76;
;9406
76;9415
;
76;9424
75;9434
;
76;9443
75;94
53;
76;9462
75;
;9472
76;9481
;
76;9490
76;9499
76;
;9508
75;9519
;
76;9528
76;953
7;
76;9546
76;9
555;
75;9565
76;
;9574
75;9584
;
76;9593
75;960
3;
76;9612
76;9
621;
76;9630
76;
;9639
75;9650
;
76;9659
76;966
8;
76;9677
75;9
687;
76;9696
76;
;9705
75;9715
;
76;9724
75;973
4;
76;9743
76;9752
;
;
76;9761
75;977
1;
76;9780
75;
9790;
76;9799
7;
6;9808
75;9818
;
;
76;9827
76;983
6;
76;9845
75;
9856;
76;9865
7;
6;9874
76;9883
;
;
76;9892
75;990
2;
76;9911
75;
9921;
76;9930
7;
6;9939
75;9949
;
;
76;9958
76;996
7;
76;9976
75;
9987;
76;9996
76;10
5;
75;10015
7;
5;10025
75;1003
6;
75;10046
75;
;10057
75;10067
;
75;10078
75;1
88;
75;10098
;
75;10108
75;10
120;
75;10130
7;
5;10140
75;1015
0;
75;10161
75;
10171;
75;10182
;
75;10192
75;1
203;
75;10213
;
75;10223
75;10233
;
75;10244
75;10
255;
75;10265
7;
5;10275
75;1028
6;
75;10296
75;
10306;
75;10317
;
75;10328
75;1
338;
75;10348
;
75;10358
75;103
69;
75;10379
7;
5;10390
75;1040
0;
75;10411
75;
10421;
75;10431
;
;
75;10441
75;10452
;
75;10463
75;1
473;
75;10483
;
75;10493
75;105
4;
75;10515
7;
5;10525
75;1053
5;
75;10546
75;
10556;
75;10566
;
;
75;10576
75;1
588;
75;10598
;
75;10608
75;106
18;
75;10629
75;
;10639
75;1065
0;
75;10660
75;
10671;
75;10681
;
;
75;10691
75;10701
;
75;10712
75;1
723;
75;10733
;
75;10743
75;107
54;
75;10764
7;
5;10774
75;1078
5;
75;10796
75;
10806;
75;10816
;
;
75;10826
75;1
836;
75;10848
;
75;10858
75;108
68;
75;10878
75;
;10889
75;1089
9;
75;10909
75;
10920;
75;10931
;
;
75;10941
75;10951
;
;
75;10961
75;1
972;
75;10983
;
75;10993
75;110
3;
75;11014
75;
;11024
75;1103
4;
75;11044
75;
11056;
75;11066
;
;
75;11076
75;11
86;
75;11097
;
75;11107
75;111
18;
75;11128
75;
;11139
75;11149
;
75;11159
75;
11169;
75;11181
;
;
75;11191
75;11201
;
;
75;11211
75;11
222;
75;11232
;
75;11242
75;112
53;
75;11264
75;
;11274
75;11284
;
75;11294
75;
11304;
75;11316
;
;
75;11326
75;11
336;
75;11346
7;
5;11357
75;113
67;
75;11377
75;
;11388
75;11399
;
75;11409
75;1
1419;
75;11429
75;
11440;
75;11451
;
;
75;11461
75;11
471;
75;11482
7;
5;11492
75;115
2;
75;11513
75;
;11524
75;11534
;
75;11544
75;1
1554;
75;11565
;
;
75;11575
75;11
586;
75;11596
7;
5;11607
75;1161
7;
75;11627
75;116
37;
75;11649
75;
;11659
75;1
1669;
75;11679
75;1
1689;
75;11700
;
;
75;11710
75;11
721;
75;11731
7;
5;11742
75;1175
2;
75;11762
75;
;11772
75;11784
;
75;11794
75;1
1804;
75;11814
;
;
75;11825
75;11
835;
75;11846
7;
5;11856
75;11867
7;
5;11877
75;118
87;
75;11897
75;
;11908
75;11919
;
75;11929
75;1
1939;
75;11950
;
;
75;11960
75;11
970;
75;11981
7;
5;11992
75;1200
2;
75;12012
75;
;12022
75;12033
;
75;12043
75;1
2054;
75;12064
;
75;12075
75;12
85;
75;12095
7;
5;12105
75;12116
7;
5;12127
75;1213
7;
75;12147
75;
;12157
75;12168
;
75;12179
75;1
2189;
75;12199
;
75;12210
75;12
220;
75;12230
7;
5;12240
75;1225
2;
75;12262
75;
12272;
75;12282
;
75;12293
75;1
2303;
75;12314
;
75;12324
75;123
35;
75;12345
7;
5;12355
75;12365
7;
5;12376
75;1238
7;
75;12397
75;
12407;
75;12418
;
75;12428
75;1
2438;
75;12449
;
75;12460
75;124
70;
75;12480
7;
5;12490
75;1250
0;
75;12512
75;
12522;
75;12532
;
;
75;12542
75;1
2553;
75;12563
;
75;12573
75;125
84;
75;12595
75;
;12605
75;12615
7;
5;12625
75;1263
6;
75;12647
75;
12657;
75;12667
;
;
75;12678
75;1
2688;
75;12698
;
75;12708
75;127
20;
75;12730
75;
;12740
75;1275
0;
75;12761
75;
12771;
75;12782
;
;
75;12792
75;12
803;
75;12813
;
75;12823
75;128
33;
75;12845
75;
;12855
75;12865
7;
5;12875
75;1288
6;
75;12896
75;
12906;
75;12917
;
;
75;12928
75;1
2938;
75;12948
;
75;12958
75;129
68;
75;12980
75;
;12990
75;1300
0;
75;13010
75;
13021;
75;13031
75;
13041;
75;13
52;
75;13063
;
75;13073
75;130
83;
75;13093
75;
;13104
75;13115
75;
;13125
75;1313
5;
75;13146
75;
13156;
75;13166
;
;
75;13177
75;13
188;
75;13198
;
75;13208
75;132
18;
75;13229
75;
;13239
75;13250
;
75;13260
75;
13271;
75;13281
;
;
75;13291
75;13
301;
75;13313
75;13
323;
75;13333
;
75;13343
75;133
53;
75;13364
75;
;13374
75;13385
;
75;13395
75;
13406;
75;13416
;
;
75;13426
75;13
436;
75;13448
7;
5;13458
75;134
68;
75;13478
75;
;13489
75;13499
;
75;13510
75;1
3520;
75;13531
;
;
75;13541
75;13
551;
75;13561
7;
5;13572
75;13583
7;
5;13593
75;136
3;
75;13614
75;
;13624
75;13634
;
75;13645
75;1
3656;
75;13666
;
;
75;13676
75;13
686;
75;13697
7;
5;13707
75;1371
8;
75;13728
75;
;13739
75;13749
;
75;13759
75;1
3769;
75;13780
;
75;13791
75;13
801;
75;13811
75;13
821;
75;13832
7;
5;13843
75;138
53;
75;13863
75;
;13874
75;13884
;
75;13894
75;1
3904;
75;13916
;
;
75;13926
75;13
936;
75;13946
7;
5;13957
75;1396
7;
75;13978
75;
;13988
75;13999
;
75;14009
75;1
4019;
75;14029
;
75;14040
75;14
51;
75;14061
7;
5;14071
75;14082
7;
5;14092
75;1410
2;
75;14113
75;
;14124
75;14134
;
75;14144
75;1
4154;
75;14164
;
75;14176
75;14
186;
75;14196
7;
5;14206
75;1421
7;
75;14227
75;
14237;
75;14248
;
75;14259
75;1
4269;
75;14279
75;1
4289;
75;143
0;
75;14311
75;14
321;
75;14331
7;
5;14342
75;1435
2;
75;14362
75;
14372;
75;14384
;
75;14394
75;1
4404;
75;14414
;
75;14425
75;144
35;
75;14446
7;
5;14456
75;1446
7;
75;14477
75;
14487;
75;14497
;
;
75;14509
75;1
4519;
75;14529
75;1
4539;
75;14550
;
75;14560
75;145
70;
75;14581
7;
5;14592
75;1460
2;
75;14612
75;
14622;
75;14632
;
;
75;14644
75;1
4654;
75;14664
;
75;14674
75;146
85;
75;14695
75;
;14705
75;1471
6;
75;14727
75;
14737;
75;14747
75;
14757;
75;14768
;
75;14779
;
75;14789
75;14799
;
75;14810
75;148
20;
75;14830
7;
5;14841
75;1485
2;
75;14862
75;
14872;
75;14882
;
;
75;14893
75;1
4903;
75;14914
;
75;14924
75;149
35;
75;14945
75;
;14955
75;1496
5;
75;14977
75;
14987;
75;14997
;
;
75;15007
75;15017
;
;
75;15028
75;1
5038;
75;15049
;
75;15059
75;150
70;
75;15080
75;
;15090
75;1510
0;
75;15112
75;
15122;
75;15132
;
;
75;15142
75;15
153;
75;15163
;
75;15174
75;151
84;
75;15195
75;
;15205
75;15215
;
75;15225
75;
15236;
75;15247
75;
15257;
75;15267
;
;
75;15278
75;15
288;
75;15298
;
75;15309
75;153
20;
75;15330
75;
;15340
75;15350
;
75;15361
75;
15371;
75;15382
;
;
75;15392
75;15
403;
75;15413
7;
5;15423
75;154
33;
75;15444
75;
;15455
75;15465
;
75;15475
75;1
5485;
75;15496
;
;
75;15507
75;15517
;
;
75;15527
75;15
538;
75;15548
7;
5;15558
75;155
68;
75;15580
75;
;15590
75;15600
;
75;15610
75;1
5621;
75;15631
;
;
75;15642
75;15
652;
75;15663
7;
5;15673
75;1568
3;
75;15693
75;
;15704
75;15715
75;
;15725
75;15735
;
75;15746
;
75;15756
75;15766
;
;
75;15777
75;15
788;
75;15798
7;
5;15808
75;158
18;
75;15828
75;
;15840
75;15850
;
75;15860
75;1
5870;
75;15881
;
;
75;15891
75;15
901;
75;15912
7;
5;15923
75;1593
3;
75;15943
75;
;15953
75;15964
;
75;15975
75;15985
;
75;15995
75;1
6006;
75;16016
;
;
75;16026
75;16
36;
75;16048
7;
5;16058
75;1606
8;
75;16078
75;
;16089
75;16099
;
75;16110
75;1
6120;
75;16131
;
75;16141
75;16
151;
75;16161
7;
5;16173
75;1618
3;
75;16193
75;
16203;
75;16214
;
75;16224
75;1
6234;
75;16245
75;1
6256;
75;16266
;
75;16276
75;16
286;
75;16296
7;
5;16308
75;1631
8;
75;16328
75;
16338;
75;16349
;
75;16359
75;1
6369;
75;16380
;
75;16391
75;164
1;
75;16411
7;
5;16421
75;1643
2;
75;16443
75;
16453;
75;16463
75;
16474;
75;16484
;
75;16494
75;1
6505;
75;16516
;
75;16526
75;165
36;
75;16546
7;
5;16557
75;1656
7;
75;16578
75;
16588;
75;16599
;
;
75;16609
75;1
6619;
75;16629
;
75;16641
75;166
51;
75;16661
75;
;16671
75;16681
7;
5;16692
75;1670
2;
75;16713
75;
16723;
75;16734
;
75;16744
75;1
6754;
75;16764
;
75;16776
75;167
86;
75;16796
7;
5;16806
75;1681
7;
75;16827
75;
16838;
75;16848
;
;
75;16859
75;1
6869;
75;16879
;
75;16889
75;169
0;
75;16911
75;
;16921
75;16931
7;
5;16942
75;1695
2;
75;16962
75;
16973;
75;16984
;
;
75;16994
75;1
7004;
75;17014
;
75;17025
75;170
35;
75;17046
75;
;17056
75;1706
7;
75;17077
75;
17087;
75;17097
;
;
75;17108
75;17
119;
75;17129
;
75;17139
75;17149
;
75;17160
75;
;17171
75;17181
;
75;17191
75;1720
2;
75;17212
75;
17222;
75;17232
;
;
75;17244
75;17
254;
75;17264
;
75;17274
75;172
85;
75;17295
75;
;17306
75;17316
;
75;17327
75;
17337;
75;17347
;
;
75;17357
75;17
368;
75;17379
7;
5;17389
75;173
99;
75;17410
75;174
20;
75;17430
75;
;17441
75;17452
;
75;17462
75;
17472;
75;17482
;
;
75;17492
75;17
504;
75;17514
7;
5;17524
75;175
34;
75;17545
75;
;17555
75;17565
;
75;17576
75;1
7587;
75;17597
;
;
75;17607
75;17
617;
75;17628
7;
5;17639
75;17649
7;
5;17659
75;176
70;
75;17680
75;
;17690
75;17700
;
75;17712
75;
17722;
75;17732
;
;
75;17742
75;17
753;
75;17763
7;
5;17774
75;1778
4;
75;17795
75;
;17805
75;17815
;
75;17825
75;1
7837;
75;17847
;
;
75;17857
75;17
867;
75;17878
7;
5;17888
75;1789
8;
75;17909
75;179
20;
75;17930
75;
;17940
75;17950
;
75;17960
75;1
7972;
75;17982
;
;
75;17992
75;18
2;
75;18013
7;
5;18023
75;1803
3;
75;18044
75;
;18055
75;18065
;
75;18075
75;1
8085;
75;18096
;
75;18107
75;18
117;
75;18127
7;
5;18138
75;18148
7;
5;18158
75;1816
9;
75;18180
75;
;18190
75;18200
;
75;18210
75;1
8221;
75;18231
;
75;18242
75;18
252;
75;18263
7;
5;18273
75;1828
3;
75;18293
75;
18305;
75;18315
;
75;18325
75;1
8335;
75;18345
;
75;18356
75;18366
;
75;18377
75;18
387;
75;18398
7;
5;18408
75;1841
8;
75;18428
75;
18440;
75;18450
;
75;18460
75;1
8470;
75;18481
;
75;18491
75;185
2;
75;18512
7;
5;18523
75;1853
3;
75;18543
75;
18553;
75;18564
;
;
75;18575
75;1
8585;
75;18595
;
75;18606
75;18616
;
75;18626
75;186
37;
75;18648
7;
5;18658
75;1866
8;
75;18678
75;
18689;
75;18699
;
;
75;18710
75;1
8720;
75;18731
;
75;18741
75;187
51;
75;18761
75;
;18772
75;1878
3;
75;18793
75;
18803;
75;18813
;
;
75;18824
75;18835
;
75;18845
;
75;18855
75;188
66;
75;18876
75;188
86;
75;18896
7;
5;18908
75;1891
8;
75;18928
75;
18938;
75;18949
;
;
75;18959
75;1
8970;
75;18980
;
75;18991
75;190
1;
75;19011
75;
;19021
75;1903
2;
75;19043
75;
19053;
75;19063
;
;
75;19074
75;19
84;
75;19094
;
75;19105
75;191
16;
75;19126
75;191
36;
75;19146
75;
;19156
75;1916
8;
75;19178
75;
19188;
75;19198
;
;
75;19209
75;19
219;
75;19229
;
75;19240
75;192
51;
75;19261
75;
;19271
75;19281
75;
;19292
75;
19303;
75;19313
;
;
75;19323
75;19
334;
75;19344
75;19
354;
75;19364
;
75;19376
75;193
86;
75;19396
75;
;19406
75;19417
;
75;19427
75;
19438;
75;19448
;
;
75;19459
75;19
469;
75;19479
7;
5;19489
75;195
1;
75;19511
75;
;19521
75;19531
;
75;19542
75;1
9552;
75;19562
;
;
75;19573
75;19584
;
;
75;19594
75;19
604;
75;19614
7;
5;19624
75;196
36;
75;19646
75;
;19656
75;19666
;
75;19677
75;1
9687;
75;19697
;
;
75;19708
75;19
719;
75;19729
7;
5;19739
75;1974
9;
75;19760
75;
;19771
75;19781
;
75;19791
75;19802
;
75;19812
;
75;19822
75;19
833;
75;19844
75;19
854;
75;19864
7;
5;19874
75;198
85;
75;19895
75;
;19906
75;19916
;
75;19927
75;1
9937;
75;19947
;
;
75;19957
75;19
969;
75;19979
7;
5;19989
75;1999
9;
75;20009
75;
;20020
75;20030
;
75;20041
75;2
51;
75;20062
;
75;20072
75;20082
;
;
75;20092
75;20
104;
75;20114
7;
5;20124
75;2013
4;
75;20145
75;
;20155
75;20166
;
75;20176
75;2
187;
75;20197
;
75;20207
75;20
217;
75;20228
7;
5;20239
75;2024
9;
75;20259
75;
20270;
75;20280
75;
;20290
75;20301
;
75;20312
75;2
322;
75;20332
;
75;20342
75;20
353;
75;20363
7;
5;20374
75;2038
4;
75;20395
75;
20405;
75;20415
;
75;20425
75;2
436;
75;20447
;
75;20457
75;204
67;
75;20477
7;
5;20488
75;2049
9;
75;20509
75;
20519;
75;20530
;
;
75;20540
75;20550
;
75;20560
75;2
572;
75;20582
;
75;20592
75;206
2;
75;20613
7;
5;20623
75;2063
4;
75;20644
75;
20655;
75;20665
;
;
75;20675
75;2
685;
75;20696
;
75;20707
75;207
17;
75;20727
75;
;20738
75;2074
8;
75;20758
75;2076
9;
75;20780
75;
20790;
75;20800
;
75;20810
75;2
820;
75;20832
;
75;20842
75;208
52;
75;20862
7;
5;20873
75;2088
3;
75;20893
75;
20904;
75;20915
;
;
75;20925
75;2
935;
75;20945
;
75;20956
75;209
67;
75;20977
75;
;20987
75;20998
7;
5;21008
75;2101
8;
75;21028
75;
21040;
75;21050
;
;
75;21060
75;2
1070;
75;21081
;
75;21091
75;211
2;
75;21112
75;
;21123
75;2113
3;
75;21143
75;
21153;
75;21165
;
;
75;21175
75;21
185;
75;21195
;
75;21206
75;212
23;
76;21226
75;212
37;
75;21248
75;
;21258
75;2126
8;
75;21278
75;
21288;
75;21299
;
;
75;21310
75;21
320;
75;21330
;
75;21341
75;213
51;
75;21361
75;
;21372
75;21383
;
75;21393
75;
21403;
75;21413
;
;
75;21424
75;21
434;
75;21445
7;
5;21455
75;214
66;
75;21476
75;
;21486
75;21496
75;
;21508
75;21518
;
75;21528
75;
21538;
75;21549
;
;
75;21559
75;21
570;
75;21580
7;
5;21591
75;216
